Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
204229000,27987,80,0,204220000,27977,80,Other,3
204229010,27988,80,1,204229000,27987,80,Of domestic sheep,4
204229090,27989,80,1,204229000,27987,80,Other,4
204230000,27990,80,0,204210000,27973,10,Boneless,2
204230011,79494,10,0,204230000,27990,80,Of domestic sheep,3
204230011,79495,80,1,204230011,79494,10,Of lamb,4
204230019,79496,80,1,204230011,79494,10,Other,4
204230091,79499,10,0,204230000,27990,80,Other,3
204230091,79497,80,1,204230091,79499,10,Of lamb,4
204230099,79498,80,1,204230091,79499,10,Other,4
204300000,27993,80,0,204000000,27969,80,"Carcases and half-carcases of lamb, frozen",1
204300010,27994,80,1,204300000,27993,80,Of domestic lamb,2
204300090,27995,80,1,204300000,27993,80,Other,2
204410000,27996,10,0,204000000,27969,80,"Other meat of sheep, frozen",1
204410000,27997,80,0,204410000,27996,10,Carcases and half-carcases,2
204410010,27998,80,1,204410000,27997,80,Of domestic sheep,3
204410090,27999,80,1,204410000,27997,80,Other,3
204420000,28000,80,0,204410000,27996,10,Other cuts with bone in,2
204421000,28001,80,0,204420000,28000,80,Short forequarters,3
204421010,28002,80,1,204421000,28001,80,Of domestic sheep,4
204421090,28003,80,1,204421000,28001,80,Other,4
204423000,28004,80,0,204420000,28000,80,Chines and/or best ends,3
204423010,28005,80,1,204423000,28004,80,Of domestic sheep,4
204423090,28006,80,1,204423000,28004,80,Other,4
204425000,28007,80,0,204420000,28000,80,Legs,3
204425010,28008,80,1,204425000,28007,80,Of domestic sheep,4
204425090,28009,80,1,204425000,28007,80,Other,4
204429000,28010,80,0,204420000,28000,80,Other,3
204429010,28011,80,1,204429000,28010,80,Of domestic sheep,4
204429090,28012,80,1,204429000,28010,80,Other,4
204430000,28013,80,0,204410000,27996,10,Boneless,2
204431000,28016,80,0,204430000,28013,80,Of lamb,3
204431010,28017,80,1,204431000,28016,80,Of domestic sheep,4
204431090,28018,80,1,204431000,28016,80,Other,4
204439000,28019,80,0,204430000,28013,80,Other,3
204439010,28020,80,1,204439000,28019,80,Of domestic sheep,4
204439090,28021,80,1,204439000,28019,80,Other,4
204500000,28022,80,0,204000000,27969,80,Meat of goats,1
204501100,28023,10,0,204500000,28022,80,Fresh or chilled,2
204501100,28024,80,1,204501100,28023,10,Carcases and half-carcases,3
204501300,28025,80,1,204501100,28023,10,Short forequarters,3
204501500,28026,80,1,204501100,28023,10,Chines and/or best ends,3
204501900,28027,80,1,204501100,28023,10,Legs,3
204503100,28028,10,0,204501100,28023,10,Other,3
204503100,28029,80,1,204503100,28028,10,Cuts with bone in,4
204503900,28030,80,0,204503100,28028,10,Boneless cuts,4
204503910,79502,80,1,204503900,28030,80,Goatmeat of kid,5
204503990,79500,80,1,204503900,28030,80,Other,5
204505100,28031,10,0,204500000,28022,80,Frozen,2
204505100,28032,80,1,204505100,28031,10,Carcases and half-carcases,3
204505300,28033,80,1,204505100,28031,10,Short forequarters,3
204505500,28034,80,1,204505100,28031,10,Chines and/or best ends,3
204505900,28035,80,1,204505100,28031,10,Legs,3
204507100,28036,10,0,204505100,28031,10,Other,3
204507100,28037,80,1,204507100,28036,10,Cuts with bone in,4
204507900,28038,80,0,204507100,28036,10,Boneless cuts,4
204507910,79504,80,1,204507900,28038,80,Goatmeat of kid,5
204507990,79501,80,1,204507900,28038,80,Other,5
205000000,28039,80,0,200000000,27809,80,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0
205002000,77134,80,1,205000000,28039,80,Fresh or chilled,1
205008000,77135,80,1,205000000,28039,80,Frozen,1
206000000,28044,80,0,200000000,27809,80,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",0
206100000,28045,80,0,206000000,28044,80,"Of bovine animals, fresh or chilled",1
206101000,28046,80,1,206100000,28045,80,For the manufacture of pharmaceutical products,2
206109500,89175,10,0,206100000,28045,80,Other,2
206109500,28049,80,0,206109500,89175,10,Thick skirt and thin skirt,3
206109511,104259,10,0,206109500,28049,80,Of high quality,4
206109511,104261,80,1,206109511,104259,10,Of bison,5
206109515,104263,80,1,206109511,104259,10,Other,5
206109591,104256,10,0,206109500,28049,80,Other,4
206109591,104257,80,1,206109591,104256,10,Of bison,5
206109599,104258,80,1,206109591,104256,10,Other,5
206109800,89174,80,1,206109500,89175,10,Other,3
206210000,28053,10,0,206000000,28044,80,"Of bovine animals, frozen",1
206210000,28054,80,1,206210000,28053,10,Tongues,2
206220000,28055,80,1,206210000,28053,10,Livers,2
206290000,28058,80,0,206210000,28053,10,Other,2
206291000,28059,80,1,206290000,28058,80,For the manufacture of pharmaceutical products,3
206299100,28060,10,0,206290000,28058,80,Other,3
206299100,28061,80,0,206299100,28060,10,Thick skirt and thin skirt,4
206299111,104264,10,0,206299100,28061,80,Of high quality,5
206299111,104265,20,0,206299111,104264,10,"Thin skirt, whole",6
206299111,104266,80,1,206299111,104265,20,Of bison,7
206299115,104267,80,1,206299111,104265,20,Other,7
206299121,104268,10,0,206299111,104264,10,Other,6
206299121,104270,80,1,206299121,104268,10,Of bison,7
206299129,104269,80,1,206299121,104268,10,Other,7
206299133,104469,10,0,206299100,28061,80,Other,5
206299133,104468,20,0,206299133,104469,10,"Thin skirt, whole",6
206299133,104467,30,0,206299133,104468,20,Intended for processing,7
206299133,104466,40,0,206299133,104467,30,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",8
206299133,104283,80,1,206299133,104466,40,Of bison,9
206299135,104470,80,1,206299133,104466,40,Other,9
206299137,104295,10,0,206299133,104467,30,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",8
206299137,104298,80,1,206299137,104295,10,Of bison,9
206299138,104284,80,1,206299137,104295,10,Other,9
206299141,104465,10,0,206299133,104467,30,Other,8
206299141,104463,80,1,206299141,104465,10,Of bison,9
206299142,104464,80,1,206299141,104465,10,Other,9
206299144,104380,10,0,206299133,104468,20,Other,7
206299144,104354,80,1,206299144,104380,10,Of bison,8
206299145,104381,80,1,206299144,104380,10,Other,8
206299151,104305,10,0,206299133,104469,10,Other,6
206299151,104306,20,0,206299151,104305,10,Intended for processing,7
206299151,104307,30,0,206299151,104306,20,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",8
206299151,104308,80,1,206299151,104307,30,Of bison,9
206299159,104309,80,1,206299151,104307,30,Other,9
206299161,104310,10,0,206299151,104306,20,"For the manufacture of other products than products falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",8
206299161,104311,80,1,206299161,104310,10,Of bison,9
206299169,104312,80,1,206299161,104310,10,Other,9
206299171,104462,10,0,206299151,104306,20,Other,8
206299171,104460,80,1,206299171,104462,10,Of bison,9
206299179,104461,80,1,206299171,104462,10,Other,9
206299191,104317,10,0,206299151,104305,10,Other,7
206299191,104318,80,1,206299191,104317,10,Of bison,8
206299199,28077,80,1,206299191,104317,10,Other,8
206299900,28078,80,1,206299100,28060,10,Other,4
206300000,28079,80,0,206000000,28044,80,"Of swine, fresh or chilled",1
206300010,77136,80,1,206300000,28079,80,Of domestic swine,2
206300090,77137,80,1,206300000,28079,80,Other,2
206410000,28086,10,0,206000000,28044,80,"Of swine, frozen",1
206410000,28087,80,0,206410000,28086,10,Livers,2
206410010,77138,80,1,206410000,28087,80,Of domestic swine,3
206410090,77139,80,1,206410000,28087,80,Other,3
206490000,28092,80,1,206410000,28086,10,Other,2
206800000,28097,80,0,206000000,28044,80,"Other, fresh or chilled",1
206801000,28098,80,1,206800000,28097,80,For the manufacture of pharmaceutical products,2
206809100,28099,10,0,206800000,28097,80,Other,2
206809100,28100,80,1,206809100,28099,10,"Of horses, asses, mules and hinnies",3
206809900,28101,80,1,206809100,28099,10,Of sheep and goats,3
206900000,28102,80,0,206000000,28044,80,"Other, frozen",1
206901000,28103,80,1,206900000,28102,80,For the manufacture of pharmaceutical products,2
206909100,28104,10,0,206900000,28102,80,Other,2
206909100,28105,80,1,206909100,28104,10,"Of horses, asses, mules and hinnies",3
206909900,28106,80,1,206909100,28104,10,Of sheep and goats,3
207000000,28107,80,0,200000000,27809,80,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",0
207110000,59206,10,0,207000000,28107,80,Of fowls of the species Gallus domesticus,1
207110000,59207,80,0,207110000,59206,10,"Not cut in pieces, fresh or chilled",2
207111000,59208,80,1,207110000,59207,80,"Plucked and gutted, with heads and feet, known as '83% chickens'",3
207113000,59209,80,1,207110000,59207,80,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70% chickens'",3
207119000,59210,80,1,207110000,59207,80,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '65% chickens', or otherwise presented",3
207120000,59211,80,0,207110000,59206,10,"Not cut in pieces, frozen",2
207121000,59212,80,1,207120000,59211,80,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '70% chickens'",3
207129000,59213,80,1,207120000,59211,80,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '65% chickens', or otherwise presented",3
207130000,59214,80,0,207110000,59206,10,"Cuts and offal, fresh or chilled",2
207131000,59215,10,0,207130000,59214,80,Cuts,3
207131000,59216,80,1,207131000,59215,10,Boneless,4
207132000,59217,10,0,207131000,59215,10,With bone in,4
207132000,59218,80,1,207132000,59217,10,Halves or quarters,5
207133000,59219,80,1,207132000,59217,10,"Whole wings, with or without tips",5
207134000,59220,80,1,207132000,59217,10,"Backs, necks, backs with necks attached, rumps and wing-tips",5
207135000,59221,80,1,207132000,59217,10,Breasts and cuts thereof,5
207136000,59222,80,1,207132000,59217,10,Legs and cuts thereof,5
207137000,59223,80,1,207132000,59217,10,Other,5
207139100,59224,10,0,207130000,59214,80,Offal,3
207139100,59225,80,1,207139100,59224,10,Livers,4
207139900,59226,80,1,207139100,59224,10,Other,4
207140000,59227,80,0,207110000,59206,10,"Cuts and offal, frozen",2
207141000,59228,10,0,207140000,59227,80,Cuts,3
207141000,59229,80,1,207141000,59228,10,Boneless,4
207142000,59230,10,0,207141000,59228,10,With bone in,4
207142000,59231,80,1,207142000,59230,10,Halves or quarters,5
207143000,59232,80,1,207142000,59230,10,"Whole wings, with or without tips",5
207144000,59233,80,1,207142000,59230,10,"Backs, necks, backs with necks attached, rumps and wing-tips",5
207145000,59234,80,1,207142000,59230,10,Breasts and cuts thereof,5
207146000,59235,80,1,207142000,59230,10,Legs and cuts thereof,5
207147000,59236,80,1,207142000,59230,10,Other,5
207149100,59237,10,0,207140000,59227,80,Offal,3
207149100,59238,80,1,207149100,59237,10,Livers,4
207149900,59239,80,1,207149100,59237,10,Other,4
207240000,59240,10,0,207000000,28107,80,Of turkeys,1
207240000,59241,80,0,207240000,59240,10,"Not cut in pieces, fresh or chilled",2
207241000,59242,80,1,207240000,59241,80,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '80% turkeys'",3
207249000,59243,80,1,207240000,59241,80,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '73% turkeys', or otherwise presented",3
207250000,59244,80,0,207240000,59240,10,"Not cut in pieces, frozen",2
207251000,59245,80,1,207250000,59244,80,"Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as '80% turkeys'",3
207259000,59246,80,1,207250000,59244,80,"Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as '73% turkeys', or otherwise presented",3
207260000,59247,80,0,207240000,59240,10,"Cuts and offal, fresh or chilled",2
207261000,59248,10,0,207260000,59247,80,Cuts,3
207261000,59249,80,1,207261000,59248,10,Boneless,4
207262000,59250,10,0,207261000,59248,10,With bone in,4
207262000,59251,80,1,207262000,59250,10,Halves or quarters,5
207263000,59252,80,1,207262000,59250,10,"Whole wings, with or without tips",5
207264000,59253,80,1,207262000,59250,10,"Backs, necks, backs with necks attached, rumps and wing-tips",5
207265000,59254,80,1,207262000,59250,10,Breasts and cuts thereof,5
207266000,59255,10,0,207262000,59250,10,Legs and cuts thereof,5
207266000,59256,80,1,207266000,59255,10,Drumsticks and cuts of drumsticks,6
207267000,59257,80,1,207266000,59255,10,Other,6
207268000,59258,80,1,207262000,59250,10,Other,5
207269100,59259,10,0,207260000,59247,80,Offal,3
207269100,59260,80,1,207269100,59259,10,Livers,4
207269900,59261,80,1,207269100,59259,10,Other,4
207270000,59262,80,0,207240000,59240,10,"Cuts and offal, frozen",2
207271000,59263,10,0,207270000,59262,80,Cuts,3
207271000,59264,80,1,207271000,59263,10,Boneless,4
207272000,59265,10,0,207271000,59263,10,With bone in,4
207272000,59266,80,1,207272000,59265,10,Halves or quarters,5
207273000,59267,80,1,207272000,59265,10,"Whole wings, with or without tips",5
207274000,59268,80,1,207272000,59265,10,"Backs, necks, backs with necks attached, rumps and wing-tips",5
207275000,59269,80,1,207272000,59265,10,Breasts and cuts thereof,5
